6.7535567,-6.411197
-1.8234043,0.24916524
10.587837,5.764843
9.438133,12.037735
4.316756,-3.9577367
7.5865316,8.645073
0.10099887,-6.3196707
7.1338444,9.724813
5.5066285,10.499731
4.96871,4.244497
1.807406,9.995202
2.1962073,-2.9785175
9.091549,5.012307
6.864987,4.832685
2.2724748,8.284604
11.358503,8.958054
-3.5574152,-4.276867
7.4759755,7.136075
7.5029073,-1.1957815
8.459938,4.6578913
5.4043937,5.182709
2.1342134,10.293933
10.707744,6.5757113
-2.8350945,6.4287176
4.3904505,-5.4980736
9.719121,-1.1422423
3.3878658,2.608663
5.1711583,-4.590191
-7.306615,5.2211
4.2868333,3.3194146
11.763177,2.4466848
-0.30782562,5.866338
10.01191,12.203454
3.3534648,-1.4432256
2.5370421,-1.606349
-1.0416975,8.08598
0.29399416,-2.4890358
9.091702,5.012088
7.0026493,-1.7844173
1.3446801,-2.731915
13.126796,-0.9150729
3.7164528,14.009935
3.886631,11.454402
1.5120145,1.4910275
13.087501,-3.4565902
8.526195,15.49985
13.485826,2.057767
8.127278,-2.9072967
14.5123415,0.0045418735
7.6993227,-1.6119069
-2.6249316,-4.508707
1.7516121,-1.9583511
7.888997,3.9630306
9.457847,6.4671836
-1.7559897,-1.7873338
3.657735,10.343159
6.269631,-2.0221605
11.832875,11.748947
0.8085374,-3.1243267
8.535909,-3.2420557
0.69110286,1.5595094
10.52917,6.9781146
-4.552441,-2.9316812
-4.476594,3.2076316
-3.616245,5.0133595
4.120462,-6.883499
0.1661845,11.401405
4.470036,0.8992447
9.248218,6.24937
9.037637,5.4229846
13.767081,-2.3860164
6.5676937,4.937219
10.01107,12.204236
3.8733263,-1.4682798
-6.6007175,9.403153
-0.02684354,-2.3306332
10.588001,5.765755
9.911886,0.37054396
5.076045,-1.824871
13.932952,6.615009
0.91127795,6.280632
0.30142817,8.273883
-1.7634009,1.0126415
8.695846,9.273002
4.433907,4.1702514
-0.5350234,0.019277688
13.673347,6.706487
-1.2476149,-0.19396093
3.6335263,4.1598296
0.7455755,11.814059
10.46524,9.587968
-5.4011617,5.615614
11.275174,4.8386645
-7.729972,2.437031
-2.2269309,-3.3112369
-3.0510693,-3.3740196
12.948433,4.5455956
13.557133,7.4512043
8.258979,-4.5815396
-1.7667038,1.0107725
0.22504362,6.3742757
10.291356,5.8376465
0.26556304,4.1549115
-0.870881,3.5244172
4.534541,-2.0181565
-1.4536151,-0.55823696
3.6792934,7.5564094
-1.8637686,9.747601
8.445985,13.320004
8.889184,4.383886
-2.2402787,6.729448
11.084582,10.028656
2.5024521,-1.5109272
-5.4010167,5.6153965
-2.8788192,-4.2505317
4.478572,5.5136347
-4.9054112,2.7439728
-5.3867536,0.44163117
3.998936,6.535753
4.120309,-6.883343
-5.041395,10.401094
10.94265,-1.0782125
4.410517,1.3155451
1.0710924,-1.9576687
4.289225,-5.6928415
-6.377389,4.77747
-7.560473,0.12152386
0.81348634,4.725946
-0.0985265,4.121213
4.28922,-5.6932125
7.3208394,0.28640437
-2.9369106,-0.1106483
7.4898577,7.127145
6.678782,1.92705
3.5859437,-3.8770218
0.16304255,11.400318
14.076643,6.1031203
-1.8195728,0.2708086
5.148369,6.1915426
1.348096,2.7913811
10.942819,-1.0784085
12.665987,8.299053
2.9275126,3.4966679
3.7867517,-7.824814
8.054819,12.775774
12.719839,8.665065
3.1406274,6.802628
10.115226,3.133637
8.622992,3.4872763
3.6043005,5.578895
4.8138084,10.102441
2.54605,-8.607086
10.357961,3.2444143
-1.2113812,-3.8232894
10.571005,10.252807
11.374515,4.298905
9.328009,11.376393
13.339025,10.511305
2.6994836,-2.3746064
2.191542,-0.6462383
-1.4878199,-0.9150297
8.644564,14.938187
4.6233535,-1.7712492
0.86569417,4.297452
12.081519,8.048767
14.066306,1.3112656
-0.8208017,7.4778986
9.957712,11.462754
6.568621,5.686113
-0.6812698,8.314282
8.539809,-3.243099
-7.2519054,-1.2571595
-2.8403246,12.503003
13.060201,8.013742
-2.700368,-2.8351848
1.5072953,1.4676949
13.914754,4.152175
-3.6118453,-2.3516798
8.585581,-2.8221188
-1.430272,0.9171411
10.352323,7.9100003
3.7542734,-2.070532
-5.820412,1.0996953
6.1787634,0.0070604896
0.75796926,11.799445
11.275694,4.840551
0.8491034,13.610588
5.504198,5.0921636
8.121612,0.49983662
0.37677363,-1.9605697
9.492964,1.347271
-3.9684145,2.1924856
15.593795,2.8816738
15.146308,0.43846497
4.480161,5.517748
15.116529,7.623638
-8.17118,0.056680717
-6.440152,9.998989
4.225112,11.123983
5.065599,3.7310467
5.7878337,4.9191823
4.138806,7.2215085
5.256767,-7.068124
11.420289,-3.6435127
-5.7094,7.5527916
0.010296573,-1.0516956
12.518054,7.166708
0.0389085,-3.7798505
10.37371,-4.825685
5.0443,-5.070286
-0.25109196,1.076054
6.672772,1.9329649
2.4842918,10.703224
9.495104,11.617764
-2.0557063,13.746899
14.85631,8.118723
7.397098,12.513821
3.1430895,9.436435
4.3350663,-3.9768412
10.326954,3.8701265
6.383748,13.839308
1.3826591,-4.10666
-2.9065485,4.110603
-0.6183911,-7.4085326
6.2437115,-0.09413073
6.787788,7.6004586
5.488119,-3.6548324
5.1293454,7.930566
-4.213038,-5.360349
6.4220834,4.490749
5.085356,0.14166783
1.6974093,5.744726
10.192861,7.932057
4.4196568,2.2920454
5.064631,3.7314484
1.9656547,-4.2341647
9.776131,-4.8865895
-3.7639031,-3.744096
10.191182,0.5940371
2.0058284,2.2316554
2.8117988,10.0011425
7.614897,14.397898
-1.8982733,3.406542
-5.8229866,1.0989298
10.572716,2.3161876
0.93174386,5.4132366
2.6255176,7.0290055
13.252901,7.619186
-1.2001766,2.0548422
