ID,Label,Pred
Active_3,1,0.00461530875773295
Active_8,1,0.00812480965127754
Active_12,1,0.003990497460465369
Active_19,1,0.003961625492890395
Active_21,1,0.003938537336099619
Active_22,1,0.006358151752719822
Active_24,1,0.004794627051368488
Active_40,1,0.0039017281744163326
Active_42,1,0.0039017273054359563
Ligand_7,0,0.003952393867660074
Ligand_9,0,0.00390963833199942
Ligand_27,0,0.003903291518073807
Ligand_33,0,0.0039021172328636377
Ligand_45,0,0.003934009505493238
Ligand_71,0,0.0039132467637149684
Ligand_90,0,0.003905866902666935
Ligand_92,0,0.003916944012240262
Ligand_98,0,0.003921127640434819
Ligand_101,0,0.00391396402617285
Ligand_105,0,0.004083235912103045
Ligand_117,0,0.004042478859421006
Ligand_137,0,0.0039019437855270936
Ligand_140,0,0.0039027662894150833
Ligand_142,0,0.003907721266735341
Ligand_145,0,0.003903416103581043
Ligand_147,0,0.003910908532206011
Ligand_152,0,0.0039027024591661505
Ligand_166,0,0.0039020939637545928
Ligand_188,0,0.003914651183274459
Ligand_215,0,0.00390772068522867
Ligand_222,0,0.003933047348831383
Ligand_241,0,0.0039074881393822754
Ligand_244,0,0.0039019886692641687
Ligand_249,0,0.004153377629087898
Ligand_253,0,0.0039033090373608234
Ligand_255,0,0.003901939743130207
Ligand_271,0,0.0039025965834489913
Ligand_289,0,0.0039019130219831314
Ligand_293,0,0.004090198246050284
Ligand_303,0,0.003906598720513862
Ligand_317,0,0.0039019471822630807
Ligand_330,0,0.003921813009903714
Ligand_332,0,0.003901822252843345
Ligand_354,0,0.0039021720296493014
Ligand_361,0,0.0039347024103398055
Ligand_364,0,0.003911732751334477
Ligand_372,0,0.003947036760624322
Ligand_391,0,0.003908672330618514
Ligand_411,0,0.0039017132814604043
Ligand_414,0,0.003912459833319798
Ligand_419,0,0.0039172394210860795
Ligand_421,0,0.003957093735951646
Ligand_471,0,0.00391177348637384
Ligand_493,0,0.0039877921632794555
Ligand_500,0,0.0039022443243302706
Ligand_508,0,0.003907601255393548
Ligand_512,0,0.003993245873614704
Ligand_516,0,0.003913837058685053
Ligand_530,0,0.003909783966806033
Ligand_536,0,0.003901872291090521
Ligand_552,0,0.003965151256243556
Ligand_559,0,0.0039109787725122285
Ligand_562,0,0.003901898943946011
Ligand_572,0,0.0039043180878800517
Ligand_574,0,0.0039017766129302795
Ligand_604,0,0.0039020891892380056
Ligand_613,0,0.003918105977396018
Ligand_615,0,0.003904037201494281
Ligand_655,0,0.003902847242341672
Ligand_659,0,0.003913971378666861
Ligand_661,0,0.003905128464495159
Ligand_664,0,0.003911917847042658
Ligand_675,0,0.003916715730381587
Ligand_681,0,0.0039024640022256064
Ligand_714,0,0.0039101077316690035
Ligand_715,0,0.003905210412801463
Ligand_727,0,0.003902033564282498
Ligand_737,0,0.003906890236672535
Ligand_739,0,0.003902066818264876
