ID,Label,Pred
Active_2,1,0.004163430430914237
Active_5,1,0.0041957293314308555
Active_6,1,0.00415808920791013
Active_7,1,0.0041260540217595365
Active_11,1,0.004168113217537102
Active_16,1,0.004103165524021802
Active_18,1,0.004060459401917568
Active_27,1,0.0043343596317305935
Ligand_25,0,0.0040555687931981875
Ligand_32,0,0.004055604018952602
Ligand_38,0,0.004056491181722701
Ligand_39,0,0.004054399457353955
Ligand_51,0,0.004157741825601262
Ligand_65,0,0.004095687362878725
Ligand_69,0,0.00419210981461681
Ligand_75,0,0.00405576773677562
Ligand_91,0,0.004083475136389208
Ligand_93,0,0.004053197541253279
Ligand_100,0,0.00405918844689869
Ligand_102,0,0.0040538789408701825
Ligand_113,0,0.004060019227439924
Ligand_127,0,0.004059624300223832
Ligand_136,0,0.004053806927740464
Ligand_167,0,0.004097758584152273
Ligand_202,0,0.004053070409698506
Ligand_204,0,0.004091580663791594
Ligand_211,0,0.004156466196680575
Ligand_229,0,0.004053226921221566
Ligand_231,0,0.00407447932889638
Ligand_257,0,0.004089849420005073
Ligand_267,0,0.004059700443171177
Ligand_268,0,0.004055397191962544
Ligand_279,0,0.004053552436573228
Ligand_287,0,0.004061442731002359
Ligand_298,0,0.004053742179812693
Ligand_304,0,0.004053308329586033
Ligand_305,0,0.0040564679067630035
Ligand_306,0,0.004069660252893531
Ligand_307,0,0.004053027171919323
Ligand_311,0,0.004056528391273387
Ligand_314,0,0.004073408314085601
Ligand_322,0,0.0040614047940765036
Ligand_323,0,0.0040533064232787614
Ligand_325,0,0.004253925257144581
Ligand_327,0,0.004060076648317011
Ligand_331,0,0.0040577023095007955
Ligand_335,0,0.004053627707016126
Ligand_340,0,0.004058110584452738
Ligand_343,0,0.0040536453893143636
Ligand_365,0,0.004055434842085645
Ligand_366,0,0.004054388703799619
Ligand_393,0,0.004060877041117137
Ligand_404,0,0.004055502757217812
Ligand_409,0,0.004063599939278512
Ligand_415,0,0.004142778749819041
Ligand_424,0,0.004053945303627425
Ligand_427,0,0.004449446104442286
Ligand_445,0,0.004055058016730991
Ligand_461,0,0.004181567967509066
Ligand_469,0,0.004165967597890284
Ligand_472,0,0.004069395529939067
Ligand_481,0,0.004054816814777799
Ligand_486,0,0.004070124066318177
Ligand_489,0,0.004056671760747692
Ligand_490,0,0.004055970333200596
Ligand_491,0,0.004137939633085994
Ligand_497,0,0.004058019524039835
Ligand_499,0,0.004174201963977846
Ligand_507,0,0.004053469279898031
Ligand_525,0,0.004052945580332309
Ligand_527,0,0.00405858574598447
Ligand_548,0,0.004062891369290017
Ligand_553,0,0.004058482929492167
Ligand_556,0,0.004053573753974407
Ligand_565,0,0.0040564064712805305
Ligand_569,0,0.004053058727102675
Ligand_576,0,0.004066613814765814
