ID,Label,Pred
Active_15,1,0.003819273540094343
Active_20,1,0.0038741070095734045
Active_28,1,0.003968759090376235
Active_29,1,0.003914000574162999
Active_30,1,0.003926730975558734
Active_31,1,0.003927788661092254
Active_32,1,0.003879232016168651
Active_33,1,0.00396872410811279
Active_34,1,0.003968760078035771
Active_41,1,0.0076068397498189975
Ligand_3,0,0.003812499797467248
Ligand_20,0,0.003812615404930758
Ligand_24,0,0.003820885687107065
Ligand_30,0,0.003825221608026214
Ligand_40,0,0.003994597774241715
Ligand_41,0,0.003819524573338521
Ligand_44,0,0.0038197526939634393
Ligand_53,0,0.0038182208459457147
Ligand_80,0,0.0038219780765925866
Ligand_81,0,0.0038155027243166246
Ligand_82,0,0.003813830470511226
Ligand_95,0,0.003812544466843475
Ligand_115,0,0.003813339067452178
Ligand_144,0,0.0039041452792243636
Ligand_149,0,0.0038227417886515748
Ligand_150,0,0.00381243646029969
Ligand_170,0,0.0038137182199733752
Ligand_180,0,0.003834718168385472
Ligand_184,0,0.003812988019152478
Ligand_191,0,0.003852601572656454
Ligand_209,0,0.0038125130871274632
Ligand_218,0,0.003823342673964834
Ligand_239,0,0.0038350750799905874
Ligand_243,0,0.003812883677003244
Ligand_245,0,0.003861663083246762
Ligand_247,0,0.0038152322535113963
Ligand_256,0,0.0038160168309204043
Ligand_261,0,0.0038155700100794424
Ligand_286,0,0.003819230371961145
Ligand_308,0,0.003820018470285132
Ligand_318,0,0.003926525518974527
Ligand_336,0,0.003920527261270435
Ligand_346,0,0.0038179081114853818
Ligand_351,0,0.0038286846728894527
Ligand_379,0,0.0038132019365286537
Ligand_386,0,0.003812443805663527
Ligand_388,0,0.0038200170235929594
Ligand_392,0,0.003812844222366365
Ligand_400,0,0.0038156210835933297
Ligand_401,0,0.0038439113612883315
Ligand_402,0,0.003826018420542167
Ligand_403,0,0.003812698089278115
Ligand_407,0,0.0038331718156422463
Ligand_413,0,0.0038410004204439945
Ligand_433,0,0.0038178993067782717
Ligand_444,0,0.003915068063713653
Ligand_450,0,0.0038513406084208683
Ligand_457,0,0.004026814478379083
Ligand_462,0,0.003955305367816568
Ligand_466,0,0.003819971804608042
Ligand_470,0,0.003847948583190866
Ligand_477,0,0.003873002910779003
Ligand_483,0,0.0038169674152916224
Ligand_511,0,0.0038256311030786744
Ligand_514,0,0.003817331558483888
Ligand_521,0,0.0038169969688415678
Ligand_524,0,0.0038151975050422634
Ligand_532,0,0.003814008063324377
Ligand_535,0,0.0038132332531928556
Ligand_546,0,0.003821558661655761
Ligand_551,0,0.003812856708964739
Ligand_555,0,0.003812413599394178
Ligand_568,0,0.003818339013219883
Ligand_575,0,0.0038156517464621215
Ligand_577,0,0.0038124238518809925
Ligand_580,0,0.003818922036095199
Ligand_581,0,0.0038163051895528867
